path,group,extension,line_count,review_flags
src/views/app/events/bib/BibLayoutWorkbench.jsx,frontend:view,.jsx,545,large>=500|browser-storage
src/views/app/events/bib/BibPage.jsx,frontend:view,.jsx,581,large>=500|browser-storage
src/views/app/events/bib/ported/bibEligibility.js,frontend:view,.js,11,
src/views/app/events/bib/ported/BibExecution.jsx,frontend:view,.jsx,1027,large>=1000|console-call
src/views/app/events/bib/ported/bibNumberingConfig.js,frontend:view,.js,20,
src/views/app/events/bib/ported/BibRuleManager.jsx,frontend:view,.jsx,332,
src/views/app/events/bib/ported/BibStats.jsx,frontend:view,.jsx,42,
src/views/app/events/bib/ported/bibUtils.js,frontend:view,.js,7,
src/views/app/events/bib/ported/eventUtils.js,frontend:view,.js,26,
src/views/app/events/bib/ported/eventWindowUtils.js,frontend:view,.js,47,
src/views/app/events/bib/ported/numberingEngine.js,frontend:view,.js,392,
src/views/app/events/bib/ported/WindowPlanner.jsx,frontend:view,.jsx,421,
src/views/app/events/bib/ported/zoneAllocator.js,frontend:view,.js,528,large>=500
src/views/app/events/clothing/clothing-page.css,frontend:view,.css,111,
src/views/app/events/clothing/ClothingPage.jsx,frontend:view,.jsx,214,console-call
src/views/app/events/import/DataCleaner.tsx,frontend:view,.tsx,361,console-call
src/views/app/events/import/dataCleaner.worker.ts,frontend:view,.ts,116,
src/views/app/events/import/DataPreview.tsx,frontend:view,.tsx,238,console-call
src/views/app/events/import/import-page.css,frontend:view,.css,750,large>=500
src/views/app/events/import/ImportPage.jsx,frontend:view,.jsx,497,console-call
src/views/app/events/import/SurnamePinyinSettings.tsx,frontend:view,.tsx,140,
src/views/app/events/lottery/CapacityPlanner.jsx,frontend:view,.jsx,263,
src/views/app/events/lottery/GenderRatioConfig.jsx,frontend:view,.jsx,138,
src/views/app/events/lottery/InventoryMatcher.jsx,frontend:view,.jsx,385,
src/views/app/events/lottery/lottery-page.css,frontend:view,.css,433,
src/views/app/events/lottery/lotteryHelpers.js,frontend:view,.js,53,
src/views/app/events/lottery/LotteryPage.jsx,frontend:view,.jsx,184,
src/views/app/events/lottery/LotteryV2BetaPanel.jsx,frontend:view,.jsx,407,
src/views/app/events/lottery/PerformanceFilter.jsx,frontend:view,.jsx,182,
src/views/app/events/lottery/StartZoneSimulator.jsx,frontend:view,.jsx,652,large>=500
src/views/app/events/processing/AuditPipelinePanel.jsx,frontend:view,.jsx,266,
src/views/app/events/processing/ListEntryEditModal.jsx,frontend:view,.jsx,127,
src/views/app/events/processing/LotteryListsPanel.jsx,frontend:view,.jsx,520,large>=500
src/views/app/events/processing/processing-center.css,frontend:view,.css,220,
src/views/app/events/processing/ProcessingCenterPage.jsx,frontend:view,.jsx,173,
src/views/app/events/processing/ProcessingOverviewPanel.jsx,frontend:view,.jsx,197,
src/views/app/events/processing/VerificationImportPanel.jsx,frontend:view,.jsx,159,console-call
src/views/app/events/records/records-page.css,frontend:view,.css,157,
src/views/app/events/records/RecordsOverviewPanel.jsx,frontend:view,.jsx,417,
src/views/app/events/records/RecordsPage.jsx,frontend:view,.jsx,73,
src/views/app/projects/project-detail-page.css,frontend:view,.css,36,
src/views/app/projects/ProjectDetailPage.jsx,frontend:view,.jsx,168,console-call
src/views/app/projects/ProjectListPage.jsx,frontend:view,.jsx,124,console-call
src/views/app/race-dashboard/components/ActivityTimeline.jsx,frontend:view,.jsx,78,
src/views/app/race-dashboard/components/BibProgress.jsx,frontend:view,.jsx,71,
src/views/app/race-dashboard/components/CredentialStats.jsx,frontend:view,.jsx,64,
src/views/app/race-dashboard/components/DashboardHeader.jsx,frontend:view,.jsx,68,
src/views/app/race-dashboard/components/EventDistribution.jsx,frontend:view,.jsx,106,
src/views/app/race-dashboard/components/InventoryOverview.jsx,frontend:view,.jsx,82,
src/views/app/race-dashboard/components/StatCardGrid.jsx,frontend:view,.jsx,26,
src/views/app/race-dashboard/hooks/useDashboardData.js,frontend:view,.js,92,
src/views/app/race-dashboard/race-dashboard.css,frontend:view,.css,874,large>=500
src/views/app/race-dashboard/RaceDashboardPage.jsx,frontend:view,.jsx,254,console-call
src/views/app/SiteModePage.jsx,frontend:view,.jsx,159,
src/views/app/studio-projects.css,frontend:view,.css,337,
src/views/app/studio-workspace.css,frontend:view,.css,782,large>=500
src/views/app/StudioProjectPage.jsx,frontend:view,.jsx,775,large>=500|console-call
src/views/app/StudioProjectsPage.jsx,frontend:view,.jsx,206,
src/views/app/terrain-model/terrain-model.css,frontend:view,.css,2714,large>=1000
src/views/app/terrain-model/TerrainModelPage.jsx,frontend:view,.jsx,4108,large>=1000|frontend-env-read|browser-storage|console-call
src/views/assessment/AssessmentPublicPage.jsx,frontend:view,.jsx,524,large>=500|browser-storage
src/views/asset-designer/AssetDesigner.css,frontend:view,.css,1230,large>=1000
src/views/asset-designer/AssetDesigner.jsx,frontend:view,.jsx,21,
src/views/ChangePassword.jsx,frontend:view,.jsx,79,
src/views/design-requests/design-request-workspace.css,frontend:view,.css,1551,large>=1000
src/views/design-requests/DesignRequestWorkspace.jsx,frontend:view,.jsx,1781,large>=1000
src/views/ForgotPassword.jsx,frontend:view,.jsx,98,
src/views/Home.jsx,frontend:view,.jsx,56,
src/views/interview/interview-workspace.css,frontend:view,.css,1185,large>=1000
src/views/interview/InterviewCompare.jsx,frontend:view,.jsx,331,
src/views/interview/InterviewForm.jsx,frontend:view,.jsx,515,large>=500
src/views/interview/InterviewList.jsx,frontend:view,.jsx,182,
src/views/interview/interviewTheme.js,frontend:view,.js,103,
src/views/interview/InterviewWorkspaceShell.jsx,frontend:view,.jsx,75,
src/views/interview/useInterviewSurface.js,frontend:view,.js,22,
src/views/inventory/AlertCenter.jsx,frontend:view,.jsx,266,
src/views/inventory/BatchInbound.jsx,frontend:view,.jsx,674,large>=500
src/views/inventory/ControlCenter.jsx,frontend:view,.jsx,93,
src/views/inventory/InboundCenter.jsx,frontend:view,.jsx,112,
src/views/inventory/InventoryHome.jsx,frontend:view,.jsx,10,
src/views/inventory/OutboundCenter.jsx,frontend:view,.jsx,111,
src/views/inventory/PreInboundManager.css,frontend:view,.css,505,large>=500
src/views/inventory/PreInboundManager.jsx,frontend:view,.jsx,280,
src/views/inventory/QRCodePrinter.jsx,frontend:view,.jsx,336,
src/views/inventory/Reports.css,frontend:view,.css,76,
src/views/inventory/Reports.jsx,frontend:view,.jsx,255,
src/views/inventory/ScanPickup.jsx,frontend:view,.jsx,631,large>=500|console-call
src/views/inventory/SpaceCenter.jsx,frontend:view,.jsx,135,
src/views/inventory/StocktakingManager.jsx,frontend:view,.jsx,403,
src/views/inventory/TwinScanBindingPanel.jsx,frontend:view,.jsx,627,large>=500|console-call
src/views/inventory/TwinWarehouseDesigner.css,frontend:view,.css,526,large>=500
src/views/inventory/TwinWarehouseViewer.jsx,frontend:view,.jsx,944,large>=500
src/views/inventory/useInventorySurface.js,frontend:view,.js,59,
src/views/inventory/WarehouseManager.jsx,frontend:view,.jsx,591,large>=500
src/views/inventory/WmsDashboard.css,frontend:view,.css,911,large>=500
src/views/inventory/WmsDashboard.jsx,frontend:view,.jsx,160,
src/views/Login.jsx,frontend:view,.jsx,170,browser-storage
src/views/MapPage.tsx,frontend:view,.tsx,18,
src/views/ops/BibPickupPage.jsx,frontend:view,.jsx,386,console-call
src/views/ops/OpsHome.jsx,frontend:view,.jsx,42,
src/views/ops/warehouse/BindingWorkspace.jsx,frontend:view,.jsx,10,
src/views/ops/warehouse/CountWorkspace.jsx,frontend:view,.jsx,21,
src/views/ops/warehouse/InboundWorkspace.jsx,frontend:view,.jsx,21,
src/views/ops/warehouse/OutboundWorkspace.jsx,frontend:view,.jsx,21,
src/views/ops/WarehouseWorkbench.jsx,frontend:view,.jsx,123,
src/views/profile/ProfilePage.jsx,frontend:view,.jsx,675,large>=500|console-call
src/views/Register.jsx,frontend:view,.jsx,192,
src/views/reimbursement/components/AdminView.jsx,frontend:view,.jsx,244,direct-fetch|frontend-env-read|browser-storage|console-call
src/views/reimbursement/components/AttachmentManager.jsx,frontend:view,.jsx,372,
src/views/reimbursement/components/LlmConfigModal.jsx,frontend:view,.jsx,145,
src/views/reimbursement/components/MatchingCenterModal.jsx,frontend:view,.jsx,257,console-call
src/views/reimbursement/components/PreviewWorkspace.jsx,frontend:view,.jsx,514,large>=500|console-call
src/views/reimbursement/components/ProjectManagementPage.jsx,frontend:view,.jsx,328,
src/views/reimbursement/components/ProjectSelector.jsx,frontend:view,.jsx,163,
src/views/reimbursement/components/RecognizeDropZone.jsx,frontend:view,.jsx,214,
src/views/reimbursement/components/ReimbursementTable.jsx,frontend:view,.jsx,969,large>=500
src/views/reimbursement/components/ThumbnailGrid.jsx,frontend:view,.jsx,225,
src/views/reimbursement/components/UploadZone.jsx,frontend:view,.jsx,307,console-call
src/views/reimbursement/components/WatcherPanel.jsx,frontend:view,.jsx,403,console-call
src/views/reimbursement/invoice-processing.css,frontend:view,.css,978,large>=500
src/views/reimbursement/InvoicePreviewPane.jsx,frontend:view,.jsx,302,console-call
src/views/reimbursement/InvoiceProcessingCenter.jsx,frontend:view,.jsx,425,console-call
src/views/reimbursement/InvoiceThumbnailList.jsx,frontend:view,.jsx,128,
src/views/reimbursement/ProcessingStatusRail.jsx,frontend:view,.jsx,144,
src/views/reimbursement/reimbursement.css,frontend:view,.css,3347,large>=1000
src/views/reimbursement/ReimbursementTool.jsx,frontend:view,.jsx,247,
src/views/reimbursement/utils/fileSystemAccess.js,frontend:view,.js,286,ts-any|console-call
src/views/reimbursement/utils/ocrMetrics.js,frontend:view,.js,415,
src/views/ResetPassword.jsx,frontend:view,.jsx,105,
src/views/scan/ScanHome.jsx,frontend:view,.jsx,267,hardcoded-local-origin|console-call
src/views/scan/ScanLogin.jsx,frontend:view,.jsx,61,
src/views/scan/ScanResult.jsx,frontend:view,.jsx,213,
src/views/ToolDetail.jsx,frontend:view,.jsx,148,
src/views/workspace/LauncherPage.jsx,frontend:view,.jsx,128,
src/views/workspace/workspace-entry.css,frontend:view,.css,351,
src/views/workspace/WorkspaceSelectPage.jsx,frontend:view,.jsx,294,
test-baselines/README.md,root,.md,149,
tests/3d-studio/editorDocument.test.js,frontend:test,.js,917,large>=500
tests/3d-studio/focusZoneStudioScene.test.js,frontend:test,.js,269,
tests/3d-studio/generatedSceneDownload.test.js,frontend:test,.js,23,
tests/3d-studio/generatedSceneImport.test.js,frontend:test,.js,80,
tests/3d-studio/generatedScenePackage.test.js,frontend:test,.js,111,
tests/3d-studio/osmNormalization.test.js,frontend:test,.js,147,
tests/3d-studio/siteBackdrop.test.js,frontend:test,.js,112,
tests/3d-studio/studioExport.test.js,frontend:test,.js,181,
tests/3d-studio/terrainMeshSync.test.js,frontend:test,.js,99,
tests/app-h5/apiResponse.test.mjs,frontend:test,.mjs,21,
tests/app-h5/bibTrackingLanguage.test.mjs,frontend:test,.mjs,64,
tests/app-h5/designLanguage.test.mjs,frontend:test,.mjs,108,
tests/app-h5/eventsLanguage.test.mjs,frontend:test,.mjs,227,
tests/app-h5/inventoryLanguage.test.mjs,frontend:test,.mjs,32,
tests/app-h5/mobileDataCards.test.mjs,frontend:test,.mjs,45,
tests/app-h5/projectsLanguage.test.mjs,frontend:test,.mjs,49,
tests/branding/branding.test.mjs,frontend:test,.mjs,112,
tests/event-lottery/event-lottery-e2e.test.js,frontend:test,.js,747,large>=500|hardcoded-local-origin|console-call
tests/event-lottery/generate-2000-test-data.js,frontend:test,.js,618,large>=500|console-call
tests/event-lottery/generate-test-data.js,frontend:test,.js,263,console-call
tests/event-lottery/README.md,frontend:test,.md,157,hardcoded-local-origin
tests/event-lottery/TEST_GUIDE.md,frontend:test,.md,223,
tests/event-lottery/TEST_REPORT.md,frontend:test,.md,245,hardcoded-local-origin
tests/event-lottery/TEST_SUMMARY.md,frontend:test,.md,194,hardcoded-local-origin
tests/map/geometryBbox.test.mjs,frontend:test,.mjs,40,
tests/map/map-e2e.test.mjs,frontend:test,.mjs,404,direct-fetch|hardcoded-local-origin|browser-storage
tests/map/map-utils.test.mjs,frontend:test,.mjs,107,
tests/map/siteBakeCache.test.mjs,frontend:test,.mjs,55,
tests/moduleAccess.test.js,frontend:test,.js,156,
tests/pwa/appShell.test.mjs,frontend:test,.mjs,96,
tests/pwa/registerPwa.test.mjs,frontend:test,.mjs,130,hardcoded-local-origin|browser-storage
tests/reimbursement/fixtures/test-credentials.json,frontend:test,.json,6,
tests/reimbursement/ocrMetrics.test.mjs,frontend:test,.mjs,301,
tests/reimbursement/README.md,frontend:test,.md,248,hardcoded-local-origin
tests/reimbursement/reimbursement-e2e.test.js,frontend:test,.js,607,large>=500|hardcoded-local-origin|console-call
tests/reimbursement/reimbursement-ui.test.mjs,frontend:test,.mjs,138,
tests/reimbursement/TEST_PLAN.md,frontend:test,.md,185,hardcoded-local-origin
tests/reimbursement/verify-fix.js,frontend:test,.js,430,direct-fetch|hardcoded-local-origin|console-call
tests/surfaceBoundaries.test.js,frontend:test,.js,100,
tests/surfaceContext.test.js,frontend:test,.js,43,
tests/terrain-model/terrainModel.test.mjs,frontend:test,.mjs,3805,large>=1000|browser-storage
tests/workspaceSession.test.js,frontend:test,.js,346,
vite.config.js,root,.js,104,axios-outside-request|hardcoded-local-origin
